# Program:featureCounts v2.0.0; Command:"/Volumes/userdata/staff_users/michaelblack/bin/featureCounts" "-a" "../Genome/Saccharomyces_cerevisiae.R64-1-1.99.gtf" "-o" "yeast_counts_all_chr.txt" "../STAR/SRR014335-Aligned.out.sam" "../STAR/SRR014336-Aligned.out.sam" "../STAR/SRR014337-Aligned.out.sam" "../STAR/SRR014339-Aligned.out.sam" "../STAR/SRR014340-Aligned.out.sam" "../STAR/SRR014341-Aligned.out.sam" 
Geneid	Chr	Start	End	Strand	Length	../STAR/SRR014335-Aligned.out.sam	../STAR/SRR014336-Aligned.out.sam	../STAR/SRR014337-Aligned.out.sam	../STAR/SRR014339-Aligned.out.sam	../STAR/SRR014340-Aligned.out.sam	../STAR/SRR014341-Aligned.out.sam
YBL021C	II	181660	182094	-	435	347	344	341	334	351	351
YBL020W	II	182401	184125	+	1725	728	715	687	676	663	663
YBL019W	II	184353	185915	+	1563	112	79	109	256	252	246
YBL018C	II;II	185998;186428	186352;186474	-;-	402	10	14	17	155	164	147
YBL017C	II	186844	191583	-	4740	2371	2302	2284	1392	1514	1408
YBL016W	II	192451	193512	+	1062	257	311	268	213	248	217
YBL015W	II	194122	195702	+	1581	783	779	769	270	290	294
tI(AAU)B	II	197494	197567	+	74	2	3	0	2	0	3
tG(GCC)B	II	197629	197699	-	71	0	0	0	0	0	0
YBL014C	II	199064	201748	-	2685	413	354	405	536	614	573
YBL013W	II	202056	203261	+	1206	153	132	148	77	94	105
YBL012C	II	203406	203807	-	402	11	5	14	13	7	4
YBL011W	II	203538	205817	+	2280	622	633	623	299	297	307
YBL010C	II	206107	206949	-	843	69	68	77	103	102	119
YBL009W	II	207194	209224	+	2031	146	146	167	152	147	155
YBL008W-A	II	209409	209648	+	240	3	1	1	4	2	1
YBL008W	II	209653	212175	+	2523	165	148	146	204	184	195
YBL007C	II	212632	216366	-	3735	3873	3763	3762	1043	1046	976
YBL006C	II	216587	217129	-	543	242	210	241	204	209	199
YBL006W-A	II	216711	216860	+	150	0	0	0	0	0	0
YBL005W	II	217470	220400	+	2931	573	534	536	456	467	452
YBL005W-B	II	221330	226598	+	5269	44	50	45	40	44	46
YBL005W-A	II	221330	222652	+	1323	0	0	0	0	0	0
tS(AGA)B	II	227075	227156	+	82	1	2	1	2	3	4
YBL004W	II	227636	235117	+	7482	168	166	171	2586	2524	2611
YBL003C	II	235394	235792	-	399	717	754	721	722	761	693
YBL002W	II	236492	236887	+	396	1294	1347	1177	916	954	905
YBL001C	II	237153	237467	-	315	314	270	287	823	866	839
YBR001C	II	238941	241283	-	2343	1015	987	963	743	669	644
YBR002C	II	241708	242568	-	861	216	191	178	278	296	326
YBR003W	II	242809	244230	+	1422	620	572	529	474	528	496
YBR004C	II	244366	245667	-	1302	473	553	540	619	694	663
YBR005W	II	245906	246547	+	642	1015	971	892	348	333	365
YBR006W	II	247010	248503	+	1494	840	830	819	896	918	918
YBR007C	II	248806	251016	-	2211	224	189	204	199	203	228
YBR008C	II	252563	254209	-	1647	307	291	287	310	308	339
YBR009C	II	255373	255684	-	312	1013	980	941	1067	1045	1001
YBR010W	II	256331	256741	+	411	1288	1306	1282	893	950	867
YBR011C	II	257112	257975	-	864	5388	5172	5071	5070	5023	4924
YBR012C	II	259147	259566	-	420	30	34	25	49	56	82
YBR012W-B	II	259869	265140	+	5272	30	15	23	32	32	28
YBR012W-A	II	259869	261191	+	1323	0	0	0	0	0	0
YBR013C	II	265492	265881	-	390	41	47	47	104	118	112
tT(AGU)B	II	266378	266450	+	73	0	2	1	2	1	3
YBR014C	II	266725	267336	-	612	500	551	479	729	749	740
YBR015C	II	267710	269503	-	1794	1408	1353	1342	738	766	690
YBR016W	II	270247	270633	+	387	994	1010	951	534	584	506
YBR017C	II	270947	273703	-	2757	1260	1313	1245	1142	1201	1160
YBR018C	II	274427	275527	-	1101	91	76	81	179	165	157
YBR019C	II	276253	278352	-	2100	256	253	256	284	289	261
YBR020W	II	279021	280607	+	1587	224	215	228	250	257	201
YBR021W	II	281443	283344	+	1902	1055	1042	1077	4225	4510	4164
YBR022W	II	283738	284271	+	534	62	58	50	142	117	130
YBR023C	II	284428	287925	-	3498	975	988	991	764	792	735
YBR024W	II	289445	290350	+	906	112	123	118	201	214	197
YBR025C	II	290681	291865	-	1185	1160	1201	1183	2349	2434	2300
YBR026C	II	292877	294019	-	1143	290	298	290	433	490	470
YBR027C	II	294024	294356	-	333	9	5	14	12	14	11
YBR028C	II	294425	296002	-	1578	174	150	155	180	186	160
YBR029C	II	296369	297742	-	1374	424	393	437	306	327	313
YBR030W	II	298292	299950	+	1659	224	200	190	351	360	308
YBR031W	II	300166	301254	+	1089	3346	3456	3305	5817	6143	5893
YBR032W	II	301519	301821	+	303	43	44	41	49	56	51
YBR033W	II	301944	304703	+	2760	284	260	242	278	304	324
YBR034C	II	304930	305976	-	1047	130	125	125	292	250	295
YBR035C	II	306269	306955	-	687	785	796	800	1029	1095	1067
snR161	II	307185	307345	-	161	53	52	64	3223	3289	3056
YBR036C	II	309081	310313	-	1233	2536	2504	2412	1376	1475	1498
YBR037C	II	310565	311452	-	888	243	212	222	158	196	182
YBR038W	II	311898	314789	+	2892	764	769	740	348	318	329
YBR039W	II	315575	316510	+	936	657	680	638	784	795	789
YBR040W	II	316968	317864	+	897	11	5	15	44	33	34
YBR041W	II	318266	320275	+	2010	787	766	760	488	506	511
YBR042C	II	320416	321609	-	1194	190	196	182	249	247	245
YBR043C	II	321876	323945	-	2070	481	502	448	536	529	475
YBR044C	II	324341	326059	-	1719	142	160	165	431	433	457
tV(UAC)B	II	326792	326865	-	74	0	0	0	0	2	2
YBR045C	II	328173	330092	-	1920	273	291	258	193	224	213
YBR046C	II	330507	331511	-	1005	354	359	342	259	251	257
YBR047W	II	331833	332360	+	528	70	65	62	174	168	154
YBR048W	II;II	332831;333387	332875;333812	+;+	471	2131	2128	2093	1339	1406	1270
YBR049C	II	334386	336818	-	2433	670	598	574	1001	1037	967
YBR050C	II	337183	338199	-	1017	80	84	95	210	212	220
YBR051W	II	337988	338338	+	351	10	14	15	22	22	23
YBR052C	II	338720	339352	-	633	1481	1402	1393	980	1054	1006
YBR053C	II	339675	340751	-	1077	1119	1100	1017	1180	1252	1167
YBR054W	II	343101	344135	+	1035	1392	1323	1413	684	696	725
YBR055C	II	344602	347301	-	2700	224	237	225	561	566	574
tL(UAA)B2	II	347603	347686	+	84	0	0	0	3	1	3
YBR056W	II	347879	349384	+	1506	1258	1332	1278	2196	2361	2255
tQ(UUG)B	II	350827	350898	+	72	4	0	0	0	1	0
YBR056W-A	II	351255	351455	+	201	42	38	57	45	57	51
YBR056C-B	II	351293	351451	-	159	0	0	0	0	0	0
YBR057C	II	352193	353293	-	1101	190	188	177	311	284	337
YBR058C	II	353672	356017	-	2346	397	389	375	401	381	390
YBR058C-A	II	356324	356566	-	243	122	159	153	413	451	436
YBR059C	II	356861	360187	-	3327	1062	1095	1091	715	698	698
YBR060C	II	360652	362514	-	1863	252	218	252	294	290	261
YBR061C	II	364787	365719	-	933	89	80	69	135	139	125
YBR062C	II;II	365976;366585	366502;366600	-;-	543	136	119	136	410	413	406
YBR063C	II	366970	368184	-	1215	160	170	133	203	230	209
YBR064W	II	367763	368191	+	429	0	1	0	0	0	0
YBR065C	II	368584	369678	-	1095	228	245	220	338	309	314
YBR066C	II	370037	370699	-	663	153	129	136	370	386	336
YBR067C	II	372103	372735	-	633	902	978	958	534	482	526
YBR068C	II	373861	375690	-	1830	7653	7572	7168	5112	5073	4930
YBR069C	II	376574	378433	-	1860	1238	1250	1236	1719	1745	1692
YBR070C	II	379221	379934	-	714	171	144	153	204	199	192
YBR071W	II	380411	381046	+	636	510	473	485	300	288	262
YBR072W	II	382030	382674	+	645	2350	2378	2239	3372	3386	3313
YBR072C-A	II	382860	383021	-	162	0	8	3	31	32	23
YBR073W	II	383112	385988	+	2877	539	554	553	673	691	730
YBR074W	II	386286	389216	+	2931	592	553	572	442	428	483
YBR076W	II	390227	391291	+	1065	62	76	79	144	146	145
YBR076C-A	II	391351	391617	-	267	116	101	118	170	190	165
YBR077C	II	391805	392293	-	489	249	198	212	324	355	373
YBR078W	II;II	393123;393511	393180;394742	+;+	1290	3112	3324	3316	2408	2434	2357
YBR079C	II	395383	398277	-	2895	931	960	942	813	807	764
YBR080C	II	398614	400890	-	2277	868	836	888	544	557	567
YBR081C	II	401253	405251	-	3999	499	543	498	834	866	900
tR(UCU)B	II	405878	405949	+	72	0	0	0	0	0	0
tD(GUC)B	II	405960	406031	+	72	0	0	1	0	1	0
YBR082C	II;II	406628;407123	407027;407169	-;-	447	831	838	788	1765	1764	1682
YBR083W	II	409169	410629	+	1461	150	149	141	341	282	309
YBR084W	II	411054	413981	+	2928	458	434	423	949	1041	982
YBR084C-A	II;II	414186;415260	414753;415261	-;-	570	1086	1060	972	2038	2174	2052
YBR085W	II	415983	416906	+	924	34	46	44	46	38	32
YBR085C-A	II	418907	419164	-	258	1552	1616	1502	827	772	827
YBR086C	II	420201	423041	-	2841	3778	3713	3510	1363	1330	1315
YBR087W	II	423765	424829	+	1065	160	158	170	239	225	224
YBR088C	II	424990	425766	-	777	74	70	74	39	64	52
YBR089W	II	425183	425782	+	600	4	2	3	6	5	3
YBR089C-A	II	426190	426489	-	300	149	140	139	174	178	156
YBR090C	II;II	426333;426874	426516;427058	-;-	369	14	4	7	24	34	17
YBR091C	II	427155	427484	-	330	121	126	128	229	246	224
YBR092C	II	427698	429101	-	1404	348	351	319	287	296	264
YBR093C	II	429548	430951	-	1404	391	378	388	225	247	240
YBR094W	II	432036	434297	+	2262	246	262	268	260	256	234
YBR095C	II	434406	435698	-	1293	157	173	140	241	254	249
YBR096W	II	436021	436713	+	693	487	476	486	704	703	641
YBR097W	II	436951	441315	+	4365	287	321	331	319	338	294
YBR098W	II	441515	443590	+	2076	123	107	100	143	156	161
YBR099C	II	442924	443307	-	384	0	0	0	0	0	0
YBR101C	II	443821	444693	-	873	448	429	449	612	650	647
YBR102C	II	445062	447323	-	2262	220	227	195	218	239	245
YBR103W	II	447709	449316	+	1608	235	227	222	352	350	361
YBR103C-A	II	449320	449463	-	144	5	1	7	3	10	4
YBR104W	II	449667	450656	+	990	24	31	31	129	107	108
YBR105C	II	450881	451969	-	1089	656	616	598	608	591	622
YBR106W	II	452658	453224	+	567	1249	1246	1206	1243	1218	1223
YBR107C	II	453793	454530	-	738	231	252	227	289	281	241
YBR108W	II	454822	457665	+	2844	1223	1108	1045	294	323	323
YBR109C	II	457919	458362	-	444	849	892	902	1719	1703	1648
YBR109W-A	II	458608	458832	+	225	26	21	26	28	32	26
YBR110W	II	458872	460221	+	1350	503	517	444	559	531	544
YBR111C	II	461178	461873	-	696	523	489	482	663	727	681
YBR111W-A	II;II;II	462139;462290;462500	462209;462429;462579	+;+;+	291	30	47	46	127	135	145
YBR112C	II	462870	465770	-	2901	865	872	910	418	412	394
YBR113W	II	465566	466048	+	483	32	30	16	22	23	23
YBR114W	II	467248	469620	+	2373	476	465	467	176	161	163
YBR115C	II	469748	473926	-	4179	1311	1238	1223	970	1017	996
YBR116C	II	474199	474726	-	528	325	324	294	135	139	148
YBR117C	II	474392	476437	-	2046	14782	14648	14015	3622	3732	3467
YBR118W	II	477671	479047	+	1377	4451	4406	4463	2320	2430	2318
YBR119W	II;II	479338;479435	479345;480323	+;+	897	121	125	128	330	360	327
YBR120C	II	480435	480923	-	489	30	36	31	110	100	112
YBR121C	II	481364	483367	-	2004	1136	1139	1161	1276	1256	1216
YBR121C-A	II	482326	482484	-	159	0	0	0	0	0	0
YBR122C	II	483970	484503	-	534	224	247	262	555	537	574
YBR123C	II	484742	486691	-	1950	221	207	215	382	392	353
YBR124W	II	486507	486866	+	360	6	5	6	12	10	14
YBR125C	II	487199	488380	-	1182	436	451	392	393	414	430
YBR126C	II	488905	490392	-	1488	26994	26608	25853	4794	4844	4554
YBR126W-A	II	490850	491056	+	207	471	457	416	212	207	206
YBR126W-B	II	490927	491070	+	144	8	6	6	6	11	3
YBR127C	II	491269	492822	-	1554	3978	4018	3933	2473	2567	2509
YBR128C	II	493081	494115	-	1035	167	190	174	269	288	270
YBR129C	II	494353	495339	-	987	233	230	232	329	327	312
YBR130C	II	495592	496869	-	1278	248	258	267	417	457	437
YBR131W	II	497163	499277	+	2115	171	168	181	242	217	232
YBR131C-A	II	497650	497739	-	90	0	0	0	0	0	0
YBR132C	II	499652	501442	-	1791	1185	1234	1158	781	821	815
YBR133C	II	501804	504287	-	2484	656	602	635	604	614	577
YBR134W	II	504243	504644	+	402	33	30	48	50	45	39
YBR135W	II	504854	505306	+	453	254	238	255	214	200	220
YBR136W	II	505668	512774	+	7107	570	586	560	514	547	513
YBR137W	II	513044	513583	+	540	86	77	74	223	237	195
YBR138C	II	513762	515336	-	1575	79	72	91	106	137	117
YBR139W	II	515664	517190	+	1527	1676	1681	1656	669	661	698
YBR140C	II	517350	526628	-	9279	1446	1550	1498	2091	2118	2132
YBR141C	II	527025	528038	-	1014	47	47	61	132	112	120
YBR141W-A	II	527167	527262	+	96	0	0	0	0	0	0
YBR142W	II	528317	530638	+	2322	75	91	68	273	290	260
YBR143C	II	530869	532182	-	1314	845	864	827	1099	1095	1045
YBR144C	II	533235	533549	-	315	1	1	4	12	13	12
YBR145W	II	533762	534817	+	1056	254	225	250	220	237	245
YBR146W	II	535260	536096	+	837	195	194	152	263	262	253
YBR147W	II	536575	537465	+	891	84	68	75	95	95	110
YBR148W	II	537876	539705	+	1830	55	63	63	118	129	151
YBR149W	II	539987	541021	+	1035	2106	2184	2137	1383	1462	1421
YBR150C	II	541209	544493	-	3285	366	357	406	537	498	548
YBR151W	II	545028	545978	+	951	1123	1090	1139	893	925	900
YBR152W	II	546376	547251	+	876	79	86	73	117	127	117
YBR153W	II	547460	548194	+	735	104	150	155	141	137	136
YBR154C	II	548362	549009	-	648	129	148	106	547	522	465
YBR155W	II	549771	550928	+	1158	55	36	57	269	256	256
YBR156C	II	551104	553200	-	2097	77	75	76	128	123	116
YBR157C	II	553543	554310	-	768	132	134	128	160	172	172
YBR158W	II	556549	558198	+	1650	299	306	253	330	326	299
YBR159W	II	558685	559728	+	1044	803	797	862	744	731	681
YBR160W	II	560078	560974	+	897	640	606	592	659	748	670
YBR161W	II	561634	562764	+	1131	720	737	656	855	816	874
YBR162C	II	563203	564570	-	1368	8325	8091	8155	10029	10313	10082
YBR162W-A	II	565231	565428	+	198	260	270	263	1047	1021	994
YBR163W	II	565723	567480	+	1758	299	255	284	427	432	411
YBR164C	II	567875	568426	-	552	475	467	454	1001	1032	1058
YBR165W	II	568852	569685	+	834	261	266	239	596	634	595
YBR166C	II	569842	571200	-	1359	389	372	319	634	622	554
YBR167C	II	571468	571890	-	423	41	68	56	205	252	197
YBR168W	II	572371	573612	+	1242	206	193	163	271	298	274
YBR169C	II	573915	575996	-	2082	3292	3167	3149	1344	1322	1351
YBR170C	II	576344	578086	-	1743	981	952	959	803	808	789
YBR171W	II	578364	578984	+	621	207	204	233	205	185	212
YBR172C	II	579150	581372	-	2223	548	509	546	480	580	506
YBR173C	II	581726	582172	-	447	621	625	659	1137	1169	1129
YBR174C	II	582338	582652	-	315	4	2	2	5	5	5
YBR175W	II	582408	583355	+	948	287	256	242	254	255	241
YBR176W	II	583720	584658	+	939	149	136	122	208	186	187
YBR177C	II	584807	586162	-	1356	1536	1610	1472	526	510	482
YBR178W	II	586071	586445	+	375	16	10	4	12	5	10
YBR179C	II	586547	589114	-	2568	331	298	287	396	406	398
YBR180W	II	589741	591459	+	1719	79	60	78	114	112	114
YBR181C	II;II	591712;592769	592416;592774	-;-	711	376	347	405	561	534	561
YBR182C	II	593506	594864	-	1359	218	236	226	165	195	163
YBR182C-A	II	595361	595555	-	195	13	16	11	41	40	29
YBR183W	II	596115	597065	+	951	808	845	767	357	315	335
YBR184W	II	597363	598934	+	1572	28	21	30	153	198	180
YBR185C	II	599123	599959	-	837	90	97	92	205	233	222
YBR186W	II;II	600553;602217	602103;602360	+;+	1695	84	81	70	126	144	123
YBR187W	II	602634	603476	+	843	759	778	808	622	660	603
YBR188C	II	603685	604107	-	423	45	44	47	149	161	133
YBR189W	II;II	604508;604928	604514;605508	+;+	588	1555	1539	1452	2259	2320	2260
YBR190W	II	605966	606277	+	312	24	18	22	41	38	49
YBR191W	II;II	606270;606669	606280;607140	+;+	483	756	717	728	1429	1466	1434
YBR191W-A	II	607149	607223	+	75	12	13	12	32	19	19
YBR192W	II	607652	608785	+	1134	142	142	146	249	269	249
YBR193C	II	609082	609753	-	672	218	196	236	349	353	347
YBR194W	II	610038	610409	+	372	30	15	18	90	106	98
YBR195C	II	610614	611882	-	1269	252	236	233	351	346	337
YBR196C	II	612236	613900	-	1665	12302	12009	11834	6448	6758	6365
YBR196C-A	II	614024	614173	-	150	2	2	5	9	7	11
YBR196C-B	II	614526	614630	-	105	19	13	17	69	68	61
YBR197C	II	615203	615856	-	654	185	201	188	227	281	272
YBR198C	II	616127	618523	-	2397	690	663	677	593	506	532
YBR199W	II	618909	620303	+	1395	2088	2088	2045	2441	2530	2527
YBR200W	II	620872	622527	+	1656	338	323	296	393	406	400
YBR200W-A	II	622983	623147	+	165	2	1	1	3	4	5
YBR201W	II	623576	624211	+	636	61	70	64	136	117	158
YBR201C-A	II	624493	624696	-	204	31	33	35	80	88	72
YBR202W	II	625772	628309	+	2538	165	177	169	181	192	160
YBR203W	II	629168	631942	+	2775	329	312	328	329	330	325
YBR204C	II	632254	633381	-	1128	313	286	293	255	240	275
YBR205W	II	633622	634836	+	1215	344	332	366	228	258	213
YBR206W	II	634601	634924	+	324	19	20	18	15	20	11
YBR207W	II	635146	636543	+	1398	515	507	465	333	347	332
YBR208C	II	636703	642210	-	5508	603	579	560	1261	1359	1321
YBR209W	II	642583	642900	+	318	43	50	32	73	83	73
tC(GCA)B	II	643007	643078	-	72	0	0	0	0	1	1
tE(UUC)B	II	645167	645238	+	72	2	3	2	2	0	0
YBR210W	II	645550	645978	+	429	101	117	91	375	356	310
YBR211C	II	646158	647132	-	975	139	135	127	419	424	381
YBR212W	II	647886	649904	+	2019	2998	2996	3056	1265	1248	1158
YBR213W	II	650368	651192	+	825	30	35	36	90	84	75
YBR214W	II	651415	652998	+	1584	4025	3968	3965	997	921	940
YBR215W	II;II	653356;653453	653368;655317	+;+	1878	135	159	132	245	253	255
YBR216C	II	655576	657600	-	2025	327	321	343	331	370	354
YBR217W	II	657832	658392	+	561	62	82	55	136	149	142
YBR218C	II	658707	662249	-	3543	1552	1469	1400	993	973	1005
YBR219C	II;II	662499;663003	662581;663303	-;-	384	3	6	4	6	7	4
YBR220C	II	662995	664677	-	1683	401	412	375	277	264	246
YBR221C	II	665153	666253	-	1101	2433	2465	2403	2043	2066	1967
YBR221W-A	II	666538	666642	+	105	31	31	21	21	18	15
YBR222C	II	666720	668351	-	1632	2848	2794	2630	1380	1445	1367
YBR223C	II	668663	670297	-	1635	118	120	126	85	75	102
YBR223W-A	II	668721	668840	+	120	0	0	0	0	0	0
YBR224W	II	670125	670640	+	516	4	12	11	13	8	7
YBR225W	II	670627	673329	+	2703	410	440	403	284	264	249
YBR226C	II	673155	673565	-	411	11	10	7	15	10	11
YBR227C	II	673572	675134	-	1563	156	142	157	188	234	202
YBR228W	II	675313	676227	+	915	137	148	137	171	163	193
YBR229C	II	676357	679221	-	2865	1319	1330	1294	845	898	828
YBR230C	II;II	679549;680040	679942;680050	-;-	405	2548	2559	2447	1693	1760	1669
YBR230W-A	II	680362	680562	+	201	143	113	111	372	392	362
LSR1	II	680688	681862	-	1175	675	663	586	5004	5098	4843
YBR231C	II	682179	683090	-	912	211	195	190	175	193	174
YBR232C	II	683373	683732	-	360	0	2	2	3	4	4
YBR233W	II	683428	684669	+	1242	87	106	92	82	79	86
YBR233W-A	II	684977	685261	+	285	26	36	27	100	125	83
YBR234C	II	685438	686592	-	1155	1922	1859	1886	1306	1312	1343
YBR235W	II	686901	690263	+	3363	713	719	713	532	535	496
YBR236C	II	690383	691693	-	1311	442	406	430	641	653	668
YBR237W	II	691969	694518	+	2550	382	379	346	488	515	458
YBR238C	II	695107	697302	-	2196	66	76	79	133	117	115
YBR239C	II	698354	699943	-	1590	92	115	118	144	129	163
YBR240C	II	700490	701842	-	1353	70	66	71	117	104	105
YBR241C	II	702589	704055	-	1467	1006	969	923	295	280	304
YBR242W	II	704670	705386	+	717	163	159	180	307	322	359
YBR243C	II	705447	706793	-	1347	708	638	684	413	490	409
YBR244W	II	707528	708016	+	489	51	52	65	136	131	141
YBR245C	II	708150	711539	-	3390	414	445	380	435	484	442
YBR246W	II	711591	712754	+	1164	372	347	353	304	285	287
YBR247C	II	713004	714455	-	1452	40	43	35	105	96	106
YBR248C	II	714807	716465	-	1659	355	375	401	378	419	393
YBR249C	II	716882	717994	-	1113	1024	940	918	1028	1065	1103
YBR250W	II	719033	720604	+	1572	37	21	28	94	111	98
YBR251W	II	721390	722313	+	924	139	121	112	237	198	184
YBR252W	II	722611	723054	+	444	262	265	266	439	458	442
YBR253W	II	723270	723635	+	366	186	177	193	575	546	536
YBR254C	II	723736	724263	-	528	76	67	61	179	210	232
YBR255W	II	724456	726540	+	2085	237	239	238	390	385	401
YBR255C-A	II;II	726618;727012	726917;727074	-;-	363	103	108	86	192	193	214
YBR256C	II	727386	728102	-	717	469	488	403	851	920	836
YBR257W	II	728885	729724	+	840	75	82	77	315	332	329
YBR258C	II	729734	730162	-	429	36	40	21	149	134	129
YBR259W	II	730387	732453	+	2067	172	186	156	395	434	426
YBR260C	II	732639	734639	-	2001	284	318	273	289	324	291
YBR261C	II	734832	735530	-	699	290	279	280	351	341	332
YBR262C	II	735720	736040	-	321	110	135	118	217	212	230
YBR263W	II	736264	737736	+	1473	1594	1600	1538	2101	2180	2111
YBR264C	II	737770	738369	-	600	205	222	219	427	404	378
YBR265W	II	738582	739544	+	963	609	656	618	470	487	446
YBR267W	II	739841	741022	+	1182	48	41	54	162	173	171
YBR266C	II	739936	740388	-	453	0	0	0	0	0	0
YBR268W	II	741299	741616	+	318	63	78	69	184	177	197
YBR269C	II	742160	742576	-	417	557	501	518	263	288	317
YBR270C	II	742761	744398	-	1638	164	146	147	255	259	247
YBR271W	II	744852	746111	+	1260	93	70	83	185	188	188
YBR272C	II	746361	747803	-	1443	272	245	256	547	493	528
YBR273C	II	748061	749371	-	1311	505	505	448	523	512	518
YBR274W	II	749594	751177	+	1584	352	324	369	330	365	312
YBR275C	II	751356	757106	-	5751	276	263	262	467	469	431
YBR276C	II	757620	760043	-	2424	798	853	861	737	777	708
YBR277C	II	760215	760616	-	402	2	0	0	2	1	1
YBR278W	II	760294	760899	+	606	57	79	77	175	181	219
YBR279W	II	761257	762594	+	1338	404	395	364	659	708	708
YBR280C	II	762784	764697	-	1914	606	652	633	452	431	466
YBR281C	II	764970	767606	-	2637	520	529	561	434	464	472
YBR282W	II	768240	768680	+	441	59	85	71	195	207	220
YBR283C	II	768943	770415	-	1473	2154	2193	2192	1399	1420	1325
YBR284W	II	771239	773632	+	2394	313	308	320	187	214	181
YBR285W	II	773922	774356	+	435	85	71	59	129	168	150
YBR286W	II	774700	776313	+	1614	15283	15420	15001	9403	9408	9166
YBR287W	II	776571	777854	+	1284	2948	2884	2882	1469	1601	1506
YBR288C	II	778012	779463	-	1452	267	228	232	355	413	391
YBR289W	II	779667	782384	+	2718	426	427	404	367	401	348
YBR290W	II	782591	783556	+	966	549	549	544	1025	931	926
YBR291C	II	783673	784572	-	900	157	153	156	199	175	208
YBR292C	II	784702	785073	-	372	6	7	5	19	30	27
YBR293W	II	787006	788430	+	1425	543	535	517	630	654	641
YBR294W	II	789235	791814	+	2580	291	343	295	293	328	317
YBR295W	II	792849	796499	+	3651	965	926	976	900	951	874
YBR296C	II	796798	798522	-	1725	675	660	630	1290	1361	1302
YBR296C-A	II	800123	800242	-	120	1	0	0	8	3	6
YBR297W	II	800523	801929	+	1407	145	120	124	199	204	205
YBR298C	II	802631	804475	-	1845	489	439	456	297	306	313
YBR298C-A	II	805035	805256	-	222	6	9	3	6	9	8
YBR299W	II	805351	807105	+	1755	27	14	19	22	29	27
YBR300C	II	808600	809097	-	498	4	1	2	1	2	6
YBR301W	II	809057	809419	+	363	1	4	3	10	12	10
YBR302C	II	810340	811479	-	1140	2	0	1	0	3	4
YNL339C	XIV;XIV	371;6080	5931;6098	-;-	5580	4	6	2	3	4	3
YNL339W-B	XIV	734	1216	+	483	0	0	0	0	0	0
YNL339W-A	XIV	1517	2092	+	576	0	0	0	0	0	0
YNL338W	XIV	6561	6719	+	159	0	0	1	0	1	0
YNL337W	XIV	7165	7419	+	255	0	0	0	0	0	0
YNL336W	XIV	8330	9475	+	1146	33	25	22	112	96	114
YNL335W	XIV	11452	12129	+	678	1	5	3	1	2	1
YNL334C	XIV	12208	12876	-	669	2	3	0	1	10	1
YNL333W	XIV	13267	14163	+	897	12	14	10	31	33	32
YNL332W	XIV	14832	15854	+	1023	6	4	8	30	32	19
YNL331C	XIV	16118	17248	-	1131	80	98	80	187	197	160
YNL330C	XIV	18001	19302	-	1302	510	498	487	641	599	624
YNL329C	XIV	19541	22633	-	3093	480	490	463	612	610	589
YNL328C	XIV	22834	23274	-	441	62	48	38	79	96	107
YNL327W	XIV	24048	27173	+	3126	1136	1044	1106	924	993	973
YNL326C	XIV	27337	28347	-	1011	177	174	173	275	258	258
YNL325C	XIV	28739	31378	-	2640	87	105	95	185	217	210
YNL324W	XIV	31050	31445	+	396	1	0	0	1	0	1
YNL323W	XIV	31944	33188	+	1245	312	289	338	387	378	368
YNL322C	XIV	33294	34235	-	942	1256	1165	1028	473	491	494
YNL321W	XIV	34696	37422	+	2727	2517	2497	2352	754	805	835
YNL320W	XIV	37700	38554	+	855	313	306	310	302	272	308
YNL319W	XIV	38642	39082	+	441	5	3	3	7	5	9
YNL318C	XIV	38707	40329	-	1623	10	5	4	13	15	16
YNL317W	XIV	40619	42016	+	1398	214	225	209	182	218	187
YNL316C	XIV	42071	43075	-	1005	124	133	142	180	204	195
YNL315C	XIV	43324	44280	-	957	108	104	106	241	252	227
YNL314W	XIV	44447	45214	+	768	108	84	110	142	174	143
YNL313C	XIV	45308	48022	-	2715	163	193	168	262	317	291
YNL312W	XIV;XIV	48287;48402	48293;49216	+;+	822	402	421	394	379	433	378
YNL311C	XIV	49397	51688	-	2292	194	210	214	328	311	344
YNL310C	XIV	51907	52431	-	525	97	90	87	148	134	117
YNL309W	XIV	52662	53924	+	1263	162	156	168	105	108	108
YNL308C	XIV	54122	55897	-	1776	67	82	91	1501	1477	1460
